roundNo	questionNo	questionText	imageUrl	answerText
Round 3 Player 3	Question 1	**What is the title of this show about an anthropomorphic bobcat**? The word is British slang for a slightly drunk person but is now used as a synonym for mad/crazy. It is supposedly derived from a word that means "a blow to the head" which would lead to people acting crazy.	https://i.imgur.com/sSURXoa.png	**Bonkers**
Round 3 Player 3	Question 2	The Guardian called this illustration from Robert Hooke’s Micrographia as the first great work of British art, laying the foundations for Stubbs, Constable, Hirst etc. **Which insect did he draw?**  	https://i.imgur.com/g5Knnah.jpg	**Flea**
Round 3 Player 4	Question 1	In scientific trials **which word** refers to the "standard" or "placebo" treatment that can be compared against the investigational treatment to show that an approved treatment in the trial works? In the world of John le Carré the same word is used to refer to the head of The Circus.		**Control**
Round 3 Player 4	Question 2	One of the events at the Tough Mudder OCR event is a half-pipe slicked with oil and grease. **What is this obstacle named after** - an entity that had its height reassigned by a 2-country panel in 2020?	https://i.imgur.com/mYko1zW.png	**Everest** (Accept: **Mount Everest; Sagarmāthā; Chomolungma; Zhūmùlǎngmǎ Fēng;**)
Round 4 Player 1	Question 1	The members of the elite force Dora Milaje from Black Panther wear beaded red and gold outfits that are inspired by the garments worn by the women of **which Nilotic ethnic group** inhabiting parts of Kenya and Tanzania? A national game reserve in the region is named in their honour.	https://i.imgur.com/ImYUEmN.png 	**Maasai**
Round 4 Player 1	Question 2	In his 2018 tome Rebel Sultans: The Deccan from Khilji to Shivaji, Manu S Pillai mentions that Alauddin Shah, the founder of the Bahmani Sultanate, was one of the earliest Muslim kings in India to declare that no _____ (5 or 6) should be levied from non-Muslims in lieu of military service. **What was this**, best associated with another Indian ruler from much later?		**Jizya**, the tax levied on non-Muslims; Accept any similar-sounding variants like **JIZIAH** or **JAZIYA**. Jizya was abolished by the third Mughal emperor Akbar, in 1579.
Round 4 Player 2	Question 1	In legalese, it is a sworn pre-trial questioning by a legal team as part of collecting evidence. In art, it is the representation of the body of Christ being brought down from the cross. In science, the same word refers to an accumulation of minerals in a bodily organ or matter by natural processes. **What ten-letter noun is this?**		**Deposition** (Prompt: deposit)
Round 4 Player 2	Question 2	**What transparent anise-flavoured liqueur** is widely consumed in Italy? It also comes in the black or red variants and is added to coffee in place of sugar to produce a caffè corretto or consumed widely in clubs as a flaming shot.		**Sambuca**
Round 4 Player 3	Question 1	In 2019, Glenda Jackson returned to the stage after a gap of 25 years, to play **which Shakespearean title character**, first performed on St. Stephen's Day in 1606? Glenda said: "Seems timely to me. Edmund complains old people die before giving their children money, when they are too old to spend it. If that’s not the millennial trope, I don't know what is."	https://i.imgur.com/kDPjZ44.jpg	**King Lear**; Lear, King of Britain, in an attempt to avoid future strife, divides his kingdom between his three daughters.
Round 4 Player 3	Question 2	Fallingwater by F. L. Wright served as the inspiration for the design of the fictional Vandamm House in **which 1959 movie**? Perched precariously almost on top of Mount Rushmore, the Vandamm house features prominently in one of the final sequences of the movie leading to a *cliffhanger finish*.	https://i.imgur.com/xNcuVzt.jpg	**North by Northwest**
Round 4 Player 4	Question 1	This photograph shows a dignified, veiled widow clutching her youngest child's head to her lap, while the eyes of her daughter, gaze mournfully during **what occasion** at a church? This made its photographer Moneta Sleet Jr. the first African-American to win the Pulitzer Prize for Journalism in 1969.	https://i.imgur.com/MKczvGq.jpg	**Funeral** of Martin Luther **King** Jr; (Accept: Any reference to the funeral / death / assassination of Martin Luther **King** or related answers.)
Round 4 Player 4	Question 2	Keras is a python library for implementing neural networks created by the project "Open-ended neuro electronic intelligent robot operating system", the name alluding to the accurate predictions that the library generates. The project's name refers to **what dream spirits from Greek mythology**? 		**ONEIROS**; Acronym of Open-ended Neuro-Electronic Intelligent Robot Operating System
Round 5 Player 1	Question 1	_______'s ___ (7,3) is an animated TV show that follows Leonard Helperman, a kid who hates going to school because his mother works there. His dog Spot misses Leonard and comes up with an ingenious idea to dress up as a kid and go to school to spend more time with Leonard.  **What is the name of the show**, a term used by kids to mock Leonard and can also be used to describe Spot?	https://i.imgur.com/ocPv83V.jpg	**Teacher's Pet**
Round 5 Player 1	Question 2	This obstacle racing company is named after an ancient city-state which prioritised military proficiency and physical excellence in its social structuring. **Name the company**, whose logo is seen here.	https://i.imgur.com/SP7fUsI.png	**Spartan Race** (Accept: Sparta, Spartan)
Round 5 Player 2	Question 1	A 1946 Orson Welles Broadway production, with music and lyrics by Cole Porter, was one of the most expensive failures in theatre history. It featured elaborate props such as a giant eagle, an authentic Japanese circus troupe and even an elephant. **Which 1870s work of literature**, featuring a character with a name similar to a document one might need to complete the titular quest, inspired this production?		**Around The World In 80 Days**; Passepartout is the character being hinted at.
Round 5 Player 2	Question 2	The headgear worn by T’Challa’s mother, Queen Ramonda was inspired by the hat worn traditionally by married women of **which ethnic group in southern Africa**? The various clans of the group were part of an independent kingdom between 1816–1897.	https://i.imgur.com/IZIvCzV.png 	**Zulu**
Round 5 Player 3	Question 1	In 2020, the photo on the left was used in anti-socialist propaganda with the miscaption "a priest giving the last rites to a farmer who was being executed because he refused to work for the regime." Although this Pulitzer Prize-winning photo is authentic, it is not of a farmer but of a corporal, formerly of **which dictator's** army? The dictator was overthrown by the socialist regime in 1959.	https://i.imgur.com/GThFgw1.png	Fulgencio **Batista**
Round 5 Player 3	Question 2	**Which internet challenge** involved people making designs on their body using a product containing active ingredients like Titanium Dioxide, Avobenzone or Zinc Oxide and then laying outdoors to complete the challenge? The person with the most artistic output was considered the winner.		**Sunburn** or **Sun Art** or **Sun Tan** Challenge (Prompt: Sunscreen Challenge); The objective is to create "body art" by self-inflicting sunburns. <br><img src='https://i.imgur.com/7yUTVAW.png'  height='300px'>
Round 5 Player 4	Question 1	While he was at Oxford, Robert Hooke befriended someone. He became this person’s assistant and was responsible for the design and operation of a device associated with him. **Who was this?** The device in question is the subject of this 1768 painting.	https://i.imgur.com/K2HWdEF.jpg	**Robert Boyle**(Prompt on Air Pump; The painting is An Experiment on a Bird in the Air Pump by Joseph Wright of Derby)
Round 5 Player 4	Question 2	High Society is a musical, with music and lyrics by Cole Porter, about a group of pretentious Oyster Bay socialites. A visual depiction of **what two-word *feline* phrase**, features on a remastered poster? The phrase is generally used for powerful and rich members of an elitist society. 		**Fat Cat**(s) <br><img src='https://i.imgur.com/a6jspDV.jpg'  height='300px'>
Round 6 Player 1	Question 1	**Which word is used in science** to describe non-native creatures and plant species introduced to an area from which they don’t originate? It derives from the Latin word for “belonging to another” and is also used to refer to someone who is not a naturalised citizen of the country where he or she is living. It's also the name of a sci-fi film from the late 1970s.		**Alien**
Round 6 Player 1	Question 2	The ______(6) python package provides the capability to convert an in-memory object into a byte stream so that it can be saved as a file and used at a later point. **Identify this package** whose name reflects this ability to *store and preserve items*. Unlike the real world item/process it is named after, neither vinegar nor salt is used. 		**Pickle** (Accept: **Pickling, Pickles**)
Round 6 Player 2	Question 1	The interlocking concrete block architectural pattern of The Ennis House by F. L. Wright served as the inspiration for the futuristic interiors of a key character's house in **which 1980s movie**? Meant to signify decadence and a postmodern feel as per the director, its resident is a former bounty hunter turned specialist police officer whose job is to *retire certain trespassers on Earth*.	https://i.imgur.com/EzWmJ01.jpg	**Blade Runner**; It is the house of Rick Deckard, the character played by Harrison Ford.
Round 6 Player 2	Question 2	Sarah Bernhardt was the first woman to play **which character** on screen, in a two-minute film from 1900 showing the duel to the death against Laertes? She has also portrayed the character in theatre.	https://i.imgur.com/8UnVHk6.jpg	**Hamlet**
Round 6 Player 3	Question 1	**What anise-flavoured spirit** is consumed traditionally in France as an apéritif? Created as an alternative following the ban of absinthe, it gets its name supposedly from a French word meaning *stylistic imitation*.		**Pastis** from Pastiche
Round 6 Player 3	Question 2	Pakistan's first Test captain also played for India against England in the 1945-46 test series. **Who is this cricketer**, one of three to have represented both countries in Tests? The other two players are Amir Elahi and Gul Mohammad.	https://i.imgur.com/uGbfd2L.jpg	Abdul Hafeez **Kardar**
Round 6 Player 4	Question 1	Milo ______'s ___ (6,3) is a show where the titular character Milo has a reputation for extreme misfortune and constant bad luck. According to the show, this misfortune is because Milo is a descendant of American aerospace engineer Edward Alosyius ______ (6). **What seemingly *pessimistic adage* gives the show its name**?	https://i.imgur.com/bIGNVbs.jpg	**Murphy's Law**
Round 6 Player 4	Question 2	The 1963 Caldecott Medal winning book, about a boy named Max who dresses up in a wolf costume, went on to become a timeless classic. **Name the book**, whose title was inspired by the Yiddish expression "vilde chaya", used to refer to boisterous children.		**Where the Wild Things Are** (Prompt: Maurice Sendak, or any variation of the title)
Round 7 Player 1	Question 1	A 1930 Cole Porter Broadway musical is based on the story of a magazine cartoonist named Peter Arno. **Which magazine**, that was also paid tribute to in a 2021 film, features in the title of this musical?		**The New Yorker** The 2021 film being The French Dispatch.
Round 7 Player 1	Question 2	Robert Hooke was of a slight build and suffered from kyphosis, i.e. a hunched back. Some sources have interpreted a famous scientific remark to be a sarcastic nod at this disability. **What remark by the person pictured?**	https://i.imgur.com/9DoNYYw.jpg	**Standing on the Shoulders of Giants**(Accept variants that are close enough; the quote is by Isaac Newton) 
Round 7 Player 2	Question 1	Rugged Maniac is a Mark Cuban-funded OCR that has 25 obstacles in each race. One of the obstacles is to scale an 8-foot-tall wall that is named after a psychological phenomenon which suggests that a relative lack of height will propel people to act more aggressively. **Name the obstacle**. 		**Napoleon Complex**; Accept reasonable alternatives that mention **Napoleon**
Round 7 Player 2	Question 2	**Which internet challenge** involved people attempting everyday activities like cooking, walking in busy streets, and driving cars while fully blindfolded? It started after Netflix teamed up with Twitch streamers as part of a promotion to challenge them to play video games blindfolded.		**Bird Box** Challenge <br><img src='https://i.imgur.com/WEJXXHa.png'  height='300px'>
Round 7 Player 3	Question 1	“This is a gift from the Iraqis; this is the farewell kiss, you dog!” shouted journalist Muntadhar al-Zaidi while throwing a pair of shoes at which dignitary during a news conference? To his credit the intended recipient of this missile ducked successfully and later humourously observed, “All I can report is a size 10.” **Who was this agile target?**		**George W Bush** (Accept: **George Bush** or **Bush**)
Round 7 Player 3	Question 2	W’Kabi, played by Daniel Kaluuya, is wrapped in the Wakandan version of a distinctive woollen blanket worn commonly by **what group of people in southern Africa**? They lend their name to a small enclaved country in the region.	https://i.imgur.com/NC8SfVk.png 	**Sotho** or **Basotho** or  **Basuto** (Accept: **Lesotho**, which means "Land of the Sotho")
Round 7 Player 4	Question 1	**Who is the only footballer to have played two World Cup finals representing two different countries**? In the first of these (1930), he ended up on the losing side against Uruguay, but in the second instance (1934), his team defeated Czechoslovakia.	https://i.imgur.com/ziJE4ks.jpg	Luis **Monti**; Played for Argentina in 1930 and Italy in 1934.
Round 7 Player 4	Question 2	The house of the villainous Mayor Kenji Kobayashi of Megasaki City in **which 2018 movie** was modelled on the now-demolished Imperial Hotel in Tokyo, designed by F. L. Wright? The movie gets its name from the nickname of Trash Island, the other prominent location in the movie to which all pets have been banished following a zoonotic influenza outbreak.	https://i.imgur.com/9cUKajF.jpg	**Isle of Dogs** (Prompt: Island of Dogs)
Round 8 Player 1	Question 1	"He shot ______ (6), he shot the pig, didn't he; He shot the secretary in the head, didn't he; Between the eyes, in the chest, .22's are the best; *For your dear, for your honey kill the prez*"; These are the lyrics from the self-titled song JFA by a band formed in April 1981, inspired by an event that also led to this Pulitzer Prize-winning photo. **Who does JF** in JFA refer to? (The blanks do not refer to the person we are looking for).	https://i.imgur.com/0jXGTOO.png	Jodie **Foster**; a reference to John Hinckley Jr. who attempted to assassinate Ronald Reagan to impress Jodie Foster.
Round 8 Player 1	Question 2	Mark Rylance first played this Shakespearean character on Feb 2, 2002, the 400th anniversary of the first recorded performance of the play. He won his third Tony in 2014 for playing **which character** with many suitors? The character appears in a play whose title references the Eve of the Feast of Epiphany.	https://i.imgur.com/tOls9Az.jpg	**Olivia**; The Twelfth Night is a reference to the twelfth night after Christmas Day, aka Eve of the Feast of Epiphany.)
Round 8 Player 2	Question 1	In his debut work The Ivory Throne: Chronicles of the House of Travancore, Manu S Pillai talks about the Halcyon Castle, a royal retreat in Kovalam, near Thiruvananthapuram in Kerala. It was converted into a hotel in the 1960s. Manu later added in a tweet that it was in one of the rooms of the hotel that a pioneering Indian, considered the father of a field in the country, was found dead in December 1971. **Who**? 		**Vikram Sarabhai**
Round 8 Player 2	Question 2	**What was the name of this animated TV series** set in New York City that involved creatures who would only operate during the night and turn to stone in daylight?	https://i.imgur.com/u4dcWeF.jpg	**Gargoyles**
Round 8 Player 3	Question 1	Chris Van Allsburg won the Caldecott Medal in 1981 for **which children's fantasy picture book** that was adapted into a film in 1995? The film has spawned two sequels (2017, 2019).	https://i.imgur.com/ZDDt3iP.png	**Jumanji**, Its story centers on a supernatural board game that releases jungle-based hazards.
Round 8 Player 3	Question 2	___-___ (3,3) is a 1950s Cole Porter Broadway production about the showgirls from the Montmarte Dance Halls during the 1890s. **Which dance form** fills in the blank?		**Can-Can**
Round 8 Player 4	Question 1	Served commonly with mezze, **what anise-flavoured spirit** is consumed widely in the Levantine countries Syria, Lebanon, Iraq and Israel?  It is not to be confused with a distilled alcoholic drink popular in South Asia and made from the fermented sap of coconut flowers or sugarcane.		**Arak** or **Araq**; The South Asian drink is the Arrack. DON'T ACCEPT Raki which is a drink from Turkey.
Round 8 Player 4	Question 2	When the British Resident in this kingdom refused to remove his footwear in the presence of the king, he was not allowed to meet the royal. Consequently, the British withdrew their delegation in 1879 and in the war that ensued the Konbaung dynasty fell, leading to **which kingdom** being annexed to a larger British colony?		**Burma** (Accept: **Myanmar**)
Spare	Question 1	Although it is used for organizing and manipulating all types of data, **which python library**, gets its name from data collected from panel studies, which are designed to collect data from a subset of respondents at specified intervals over a long period of time, and have no connection whatsoever to *animals conversant with martial arts*.		**Pandas** (Accept **Panda**); from Panel Data
Spare	Question 2	In The Ramayana **what reigned over the throne of Ayodhya** for fourteen years during the period of Rama’s exile? A *sole* word in English is part of the answer.		**Rama's Slippers** (Accept: **Slippers**)
Spare	Question 3	The outfits worn by members of the River Tribe in Black Panther are made of shells, beads and leaves, and their Elder is depicted adorning a lip plate. **Name either of the two ethnic groups** whose traditions and customs served as inspiration for the River Tribe. They share similar cultures and inhabit parts of Ethiopia and South Sudan.	https://i.imgur.com/gpE0IsZ.png 	**Mursi** or **Surma** (Accept: **Suri**)
Spare	Question 4	**What alcoholic drink made of twice-distilled grapes and anise** is widely consumed in Turkey? It is traditionally consumed with chilled water on the side or partly mixed in it.		**Rakı** or **Raki**
