roundNo	questionNo	questionText	imageUrl	answerText
Round 3 Player 2	Question 2	**What rhythmic gymnastics apparatus** made of hemp or synthetic material for its quality of lightness, is sized in a way that both ends reach the gymnasts' armpits when the middle is held down by the feet? Some of the elements of its routine include swings, throws, circles, rotations and figures of eight.		**Rope** <br> <img src='https://i.imgur.com/6JphsWz.png' height='400px'>
Round 3 Player 3	Question 1	______ (6), a pancake popular in Ethiopia and East Africa is traditionally made with 2 ingredients, teff flour and water. It is cooked on a large circular griddle known as mitad, and paired with stews. **Name it** (6).	https://i.imgur.com/setjUzY.png	**Injera**
Round 3 Player 3	Question 2	**Which song**, by a band that is embarking on a worldwide *Voyage* in 2022, was played on the morning the Spirit mission crew was to handle an *emergency crisis* - regaining contact with the rover after a loss of communications?		**S.O.S** by ABBA; <br> <img src='https://i.imgur.com/KyFLj0N.png' height='400px'>
Round 3 Player 4	Question 1	A year after discovering caesium, Kirchhoff and Bunsen discovered **which element** by flame spectroscopy and named it for the distinctive colour of its spectroscopic lines? Used in atomic clocks, it also finds uses in geological dating of rocks and meteorites. The first pure Bose-Einstein condensate was created using an isotope of this element and earned the 2001 Nobel Prize for Physics.	https://i.imgur.com/aKj9frJ.jpg	**Rubidium**, from Latin “rubidus” meaning “darkest-red”.
Round 3 Player 4	Question 2	These unique shots invented by director Yasujiro Ozu require a fixed camera positioned about 90 cm from the floor. This angle imitates the viewpoint of a spectator kneeling or seated on the floor and thus draws the viewer into the scene. **What is this distinctive shot** named, owing to what the camera rests on?	https://i.imgur.com/KN6B3Zw.png	**Tatami** Shot (Prompt: Mat)
Round 4 Player 1	Question 1	**In which 1778 painting** is the depiction of the soon-to-be-amputated, titular figure influenced by the classical pose of the Borghese Gladiator sculpture? In the painting, the pose of the *semi-submerged* person (as depicted) is rotated 90 degrees clockwise.	https://i.imgur.com/7l0asOw.jpg	**Watson and the Shark** by John Singleton Copley <br> <img src='https://i.imgur.com/EHTInzN.png' height='400px'>
Round 4 Player 1	Question 2	**Which host city's logo** for Euro 2020 featured a famous bridge named for a castle on the north bank of the city’s river?	https://i.imgur.com/QpRN2ZR.png	**London** (Prompt: Tower Bridge; spans the Thames and is named for the Tower of London) <br> <img src='https://i.imgur.com/jHkPMwm.png' height='400px'>
Round 4 Player 2	Question 1	**Which constituency** in Andhra Pradesh was represented in the Lok Sabha by PV Narasimha Rao during his tenure as Prime Minister from 1991 to 1996? It is thought to get its name from the vahana of Lord Shiva. 	https://i.imgur.com/vpdw5Cq.png	**Nandyal** (Prompt: Nandi)
Round 4 Player 2	Question 2	_______ (7), a traditional Venezuelan pancake dish is made of ground corn with the addition of cheese and cooked on a smooth, flat griddle called budare. **Name it** (7). It is known as corn arepas in Colombia.	https://i.imgur.com/QFz1O1n.png	**Cachapa**
Round 4 Player 3	Question 1	In 1844, Alí Muḥammad Shírází declared himself a messenger of God, took the title ___(3), and founded **which religion**? The title, meaning door or gate, is also part of the name of a narrow waterway that gets its evocative name from the tragedies that befell sailors who navigated it. The Baha'i faith claims that Baháʼu'lláh is the prophet that ___(3) foretold about.	https://i.imgur.com/dnXzAAT.png	**Babism**; Accept **Bab**. The waterway mentioned is the Bal el Mandeb strait that translates to *Gateway (Bab) of anguish*, or *Gateway of tears*.
Round 4 Player 3	Question 2	**Which bird** (8,7) found in the Subantarctic region is depicted on the coat of arms of South Georgia and the South Sandwich Islands? The ________ _______ (8,7) got its name due to its crest's resemblance to feathered hats donned by men who were part of a highly excessive fashion subculture of the 18th century.	https://i.imgur.com/tFr5VKy.png	**Macaroni penguin** <br> <img src='https://i.imgur.com/J9bS8Qb.png' height='400px'>
Round 4 Player 4	Question 1	This actor portrays a character named Scott Templeton who commits journalistic malpractice across season 5 of The Wire. More than half a decade after the end of the show he would seemingly redeem this slight by directing **which Academy Award-winning film**? It *emphasised* the misdeeds of a religious institution in a US city.	https://i.imgur.com/32nhgYl.png?1	**Spotlight** <br> <img src='https://i.imgur.com/bwvXFy8.png' height='400px'>
Round 4 Player 4	Question 2	Contrast-enhanced CT scans of Venous Thrombosis depict a thin rim of contrast material (in white) around a central filling defect (dark) due to the thrombus. This is called the ____ (4) sign after its resemblance to something reportedly named after two extreme regions on Earth (to symbolise the cool and fresh feeling it confers). **What name**?	https://i.imgur.com/zV109sL.png	**Polo** Mint (Prompt: Polar or Poles) <br> <img src='https://i.imgur.com/WGHP5MV.png' height='400px'>
Round 5 Player 1	Question 1	**Which song**, by a band that traces its name to a television commercial for Olympia Beer, was played in honour of Opportunity's confirmation that liquid *precipitate* once flowed through the rocks at Meridiani Planum?		**Have You Ever Seen The Rain?** by Creedence Clearwater Revival <br> <img src='https://i.imgur.com/n5n398r.png' height='400px'>
Round 5 Player 1	Question 2	**Which primarily-Hindu kingdom** that existed from 192 CE to 1832 CE helped shape the identity of modern Vietnam? Deriving its name from a fragrant flower (visual) popular in India, a number of polities ruled this kingdom leading to the establishment of several port cities including Hội An, a UNESCO World Heritage Site (visual) that is dubbed "Vietnam's Venice".	https://i.imgur.com/aKsMCLd.png	**Champa** OR **Cham** OR **Chiêm Thành** ; Grudgingly accept **Champak** OR **Champakan** or minor variants
Round 5 Player 2	Question 1	To further decorate the villa E-1027, Eileen Gray designed this minimalist chair with a feminine take on the geometries prevalent at the time. **Which stacked humanoid figure** was this *curvy white* chair named after?	https://i.imgur.com/JuEYeV4.png	**Bibendum** (Accept: **Michelin Man**) <br> <img src='https://i.imgur.com/DlAsaD7.png' height='400px'>
Round 5 Player 2	Question 2	**Which literary work** has been a popular choice on Desert Island Discs, including the time that Salman Rushdie was a castaway on the show? In 2015, he wrote a book (visual) loosely inspired by this literary work. In Rushdie's book, a group of normal people take on supernatural creatures in a battle that lasts for the *titular duration*.	https://i.imgur.com/VcaTZXr.png	**One Thousand and One Nights** OR **Arabian Nights**; Two Years, Eight Months and Twenty-Eight Nights = 1001 Nights
Round 5 Player 3	Question 1	A year after the discovery of rubidium, William Crookes of the Royal College of Science in London announced the discovery of **which element** that he named after the Greek word for a young shoot or twig after its distinctive spectroscopic lines? It is used today in photoresistors, optical lenses, and in nuclear imaging tests for cardiac stress. It is infamous as a “poisoner’s poison” for its use in political assassinations.	https://i.imgur.com/6kC4DpW.jpg	**Thallium**, from Greek “thallos” for “green shoot".
Round 5 Player 3	Question 2	**What rhythmic gymnastics apparatus** is made of wood or plastic, so that it can retain its shape, has an interior diameter from 70 to 80cm, and weighs a minimum of 300 gm? It is used in a wide variety of manipulations, such as rotations, throwing, rolls and passing through.		**Hoop** <br> <img src='https://i.imgur.com/1HFGEvZ.png' height='400px'>
Round 5 Player 4	Question 1	In 1955, self-proclaimed prophet Benjamin Rodena splintered off a group of followers from an existing church, calling himself the ______ (6) as per this verse from the Bible. <br><br> "And there shall come forth a rod out of the stem of Jesse, and a ______ (6) shall grow out of his roots." <br><br> **Which religious movement** did he found? It acquired more notoriety following the actions of its final prophet about 4 decades later - events depicted in this miniseries (visual).	https://i.imgur.com/RRTMpE1.jpg	**Branch Davidians**; The movie was about the standoff between the FBI and David Koresh in Waco, Texas in 1993.
Round 5 Player 4	Question 2	_____ (5), a staple of East Europe, is a pancake made from wheat or buckwheat flour and served with butter, caviar and other garnishes. **Name it** (5). A similar version in Ukraine is called mlyntsi.	https://i.imgur.com/DTJjVC3.png	**Blini** (Accept: **Blin**)
Round 6 Player 1	Question 1	The photo titled "The Smile", taken in 2016, by Cameron Spencer was the 2021 silver winner at the World Sports Photography Awards. **Who was the primary subject** of this photo? He was captured grinning at this gentleman (visual).	https://i.imgur.com/B8Lf28s.png	Usain **Bolt**; The other athlete being Andre De Grasse. <br> <img src='https://i.imgur.com/ssQUqo6.png' height='400px'>
Round 6 Player 1	Question 2	The ______ (6) leaf sign is a radiographic appearance seen in extensive subcutaneous emphysema of the chest wall. Gas outlines the fibres of the pectoralis major muscle and creates a pattern that resembles the branched veins of a ______ (6) leaf. **What leaf**, also the source of the stylised T symbol on the flag of the Tokyo Metropolis?	https://i.imgur.com/P6SXrK1.png	**Ginkgo** <br> <img src='https://i.imgur.com/2E6SEKv.png' height='400px'>
Round 6 Player 2	Question 1	The now lost colossal Statue of Zeus (visual) by Phidias is believed to be the inspiration for **which other statue** unveiled to the public in 1922? The design of the structure in which the statue is located is also inspired by another structure designed by Phidias.	https://i.imgur.com/FOiYACh.jpg	Abraham **Lincoln Statue** at the Lincoln Memorial. The Memorial building is inspired by the Parthenon. <br> <img src='https://i.imgur.com/YpkuRCY.png' height='400px'>
Round 6 Player 2	Question 2	**Which host city's logo** for Euro 2020 featured the Ponte Sant'Angelo? It was completed in 134 AD by an emperor, to span the local river from the city centre to his newly constructed mausoleum, now the Castel Sant'Angelo.	https://i.imgur.com/0YBbaCd.jpg	**Rome** (Constructed by the Roman emperor Hadrian across the Tiber) <br> <img src='https://i.imgur.com/fwVMhZM.png?1' height='400px'>
Round 6 Player 3	Question 1	**Whose facial expression** in an early 16th century fresco, which is named after the mythological home of Apollo and the muses, is inspired by the throes of agony in Laocoön and His Sons (visual)? The 16th century fresco expresses blindness, traditionally associated with the person, as opposed to the pain depicted in the classical sculpture.	https://i.imgur.com/ql1BPdE.jpg	**Homer** in Raphael's Parnassus; <br> <img src='https://i.imgur.com/liGomXN.jpg' height='400px'>
Round 6 Player 3	Question 2	One of the simplest camera movements in film-making is to turn the camera horizontally so that it sweeps around the entire scene. First popularised by DW Griffith, who used this and other shots to their full narrative potential, the common 3 letter name for this shot is an abbreviation of **which word**?	https://i.imgur.com/9pZC2lo.gif	**Panorama** or **Panoramic** (Prompt: “Pan”)
Round 6 Player 4	Question 1	**Which bird** (6,6) in the New World vulture family is depicted on the coat of arms of Chile? The ______ ______ (6,6) primarily inhabits the long mountain range (and adjacent Pacific coast) that spans the country.	https://i.imgur.com/0Y5Ginf.png	**Andean condor** <br> <img src='https://i.imgur.com/DDK227C.png' height='400px'>
Round 6 Player 4	Question 2	This illuminating mirror designed by Eileen Gray was first installed at her home E-1027. **What is it called**? Its name presumably referred to the convex magnifying mirror's ability to *orbit* around the main mirror, reminiscient of certain natural or artificial entities.	https://i.imgur.com/9QlGSm5.png	**Satellite**
Round 7 Player 1	Question 1	**Which 1860s literary work**, another popular choice on Desert Island Discs, did its author describe as "not a novel, even less is it a poem, and still less a historical chronicle?" The image shows the cover of the first English translations from 1889 and one of the 1890s illustrations of the book by Leonid Pasternak.	https://i.imgur.com/1Mobp1q.png	**War and Peace**
Round 7 Player 1	Question 2	A year after the discovery of thallium, this element was discovered in the mineral zinc blende by Ferdinand Reich who had to ask his colleague Hieronymous Richter to identify its distinctive coloured lines on spectroscopy because he was colour blind. **Which element**, that is indirectly named after a country? Today, about 45% of all this element’s availability finds application in solar cells and LCDs. 	https://i.imgur.com/IH05s7E.jpg	**Indium**, after Latin “indicum” for the indigo plant and its dye that were named after India.
Round 7 Player 2	Question 1	The gold winner in the “Focus” category at the 2020 World Sports Photography Awards was this image by Matthew Impey from the 2019 ICC Cricket World Cup. **Which English all-rounder** did he capture taking a stunning diving catch to dismiss an in-form Rishabh Pant?	https://i.imgur.com/UbSc9DE.png	Chris **Woakes**
Round 7 Player 2	Question 2	A common slang phrase in The Wire is one used by lookouts to announce the arrival of police. The slang is a reference to a police procedural drama. **Which TV series**, that gets its name because it is set in the 50th state of the US? 		**Hawaii Five-O**
Round 7 Player 3	Question 1	**Which Buddhist Burmese empire** that existed from 849 CE to 1297 CE was the first to unify the regions that constitute modern-day Myanmar? Its golden age started with the reign of Anawrahta, who stopped the advance of the Khmer Empire. Its namesake capital is now a UNESCO World Heritage Site consisting of over 3,500 monuments (visual).	https://i.imgur.com/zpWMgOP.png	**Pagan** or **Bagan**
Round 7 Player 3	Question 2	**Which host city’s logo** for Euro 2020 featured the Széchenyi Chain Bridge? Completed in 1849, it was the first permanent bridge across the Danube in its country.	https://i.imgur.com/kXp9AfZ.jpg	**Budapest** <br> <img src='https://i.imgur.com/5PnmnND.png?1' height='400px'>
Round 7 Player 4	Question 1	**Which song**, by a band that got its name from an autobiographical account of a *trip* in the early 1950s, was played when crew members at two sites of the Deep Space Station (DSS) antenna network (in touch with Opportunity) were predicted to experience *heavy weather*? 		**Riders On The Storm** by The Doors <br> <img src='https://i.imgur.com/nZO3O9O.png' height='400px'>
Round 7 Player 4	Question 2	In this section from Asterix and the Laurel Wreath, one of the slaves on display strikes up numerous poses, some of which are shown in the image. **Which classical sporting sculpture** is the blanked out portion in the bottom panel based on?	https://i.imgur.com/22iNKjd.png	**Discobolus** OR **Discus Thrower** (Accept: If **Discus** is mentioned along with a description.) <br> <img src='https://i.imgur.com/a2vyouX.png' height='400px'>
Round 8 Player 1	Question 1	The ______ Shot (6) is a camera angle framed from just below the actor’s waist to right above their head to present them in a heroic manner, thus enabling viewers to register emotion on the actor's face and catch important action around the hips. **What is this shot** (6) called? It conjures up a genre typically set in the latter half of the 19th century and the early 20th century in North America.	https://i.imgur.com/n39lSqs.jpg	**Cowboy** (Prompt: American Shot); It is called a “cowboy shot” because it was used in old westerns to frame a gunslinger’s gun or holster from the hip up.  <br> <img src='https://i.imgur.com/dKAj5v4.jpg' height='400px'>
Round 8 Player 1	Question 2	___________ (11), a traditional Japanese savoury pancake dish, is made from a wheat flour batter, and cooked on a teppan (flat griddle). **Name it** (11). It gets its name from Japanese for "what you like", and "cooked". 	https://i.imgur.com/icS6oKM.jpg	**Okonomiyaki**, which became popular after the 1923 Great Kantō earthquake, when people lacked amenities.
Round 8 Player 2	Question 1	Trauma and/or infection to the eye region can result in the conical deformation of the posterior part of the eyeball. The typical appearance on radiology is called the ______ ____ (6,4) sign. **What heart-shaped object from the world of musical paraphernalia** fills in the blanks?	https://i.imgur.com/jlMLIDy.png	**Guitar Pick** (Accept: **Plectrum**) <br> <img src='https://i.imgur.com/xq3jbO8.png' height='400px'>
Round 8 Player 2	Question 2	**Which bird** (7,4) found in tropical South America and parts of the Caribbean is depicted on the coat of arms of Trinidad and Tobago? Although other members in its family such as the "African sacred", "glossy" and "American white" look similar in form to each other, the _______ ____ (7,4) is characterised by its *brilliant red* plumage.	https://i.imgur.com/5aZ5BfV.png	**Scarlet ibis** (Accept: **Guara**)  <br> <img src='https://i.imgur.com/BPMj4ss.png' height='400px'>
Round 8 Player 3	Question 1	The bronze winning photo by John Sibley in the “Precision” category at the 2020 World Sports Photography Awards featured **which English goalkeeper** who recently announced his decision to leave the *Hornets* following its relegation from the Premier League this season?	https://i.imgur.com/catZ7kx.png	Ben **Foster**
Round 8 Player 3	Question 2	Published between 1951-1975, **which 12-volume collection** of satirical novels traces events in the lives of a number of characters from Britain’s upper classes following them from the 1920s - 1970s? Chosen by 4 participants in Desert Island Discs, the collection is inspired by and named for this painting by Nicholas Poussin.	https://i.imgur.com/x2bNvbY.png	**A Dance to the Music of Time** by Anthony Powell
Round 8 Player 4	Question 1	**Which Javanese Hindu-Buddhist empire** that existed from 1293 to 1527 is considered to have set the precedent for Indonesia's modern boundaries? One of the last major Hindu empires of the region, it reached its zenith under Hayam Wuruk, who reigned from modern-day Trowulan, a UNESCO World Heritage Site (visual).	https://i.imgur.com/5Fwi3fs.png	**Majapahit** (Accept: **Wilwatikta**)
Round 8 Player 4	Question 2	**What rhythmic gymnastics apparatus** is two items of equal length, typically about 40 to 50 cm long weighing a minimum of 150 gm each? Choreography is made up of rotations, throwing and asymmetrical movements.		**Clubs** <br> <img src='https://i.imgur.com/Lh2Lo6d.png' height='400px'>
Spare	Question 1	**What rhythmic gymnastics apparatus** (4) made of either rubber or synthetic material, is 18 to 20 cm in diameter with a minimum weight of 400 gm? Its routine is created in a way that it can contrast between power for throwing and gentleness for catching.		**Ball** <br> <img src='https://i.imgur.com/Y9Rq2EP.png' height='400px'>
Spare	Question 2	Which constituency was represented in the Lok Sabha by Rajiv Gandhi during his tenure as Prime Minister from 1984 to 1991? The seat has also been held by his brother, wife and son as well.     		**Amethi**
